145750	3847,24242
8555500	29078
4256500	2410
9039750	3228,11196
4115500	6731
12215000	8637,6672
3404000	905,29,3627,8446,22246,18273,6246
7367000	21336,21975,15686
7927750	26288
9982500	542
10443000	19466,23628
1710500	14780
9706000	20297,29099,23340,22094,12168
3913250	9230,8409,9948,9242,8689
9351750	11080
4195500	7737,20456
239250	28481
5292000	8643
1194750	83,25366,7400,4059
5108000	29203,15094,4254,29547
1617250	28463,11951,18002
4054000	9090,24088,11304
8145500	21883
12371000	12394
1832000	25687
3188000	9567
3249250	2513
6099250	11823,13244
2050000	26866
2316250	9688,9657,26288
10533750	24601,14261
10915250	23556,18075
7116750	14930,10308
3031750	11263,21565,16110,18131,7323
5170500	6096
11111500	27791
10302500	28164,26087,7409,6630,2626,14065
3114000	20536,23928
452750	14796
11947000	16865,23482,6505,9522,11080,13103
8163500	22621,26959
6126750	25117
1579250	4953,21160
12417500	7963,17959,8689
8156500	8842
4423500	24193,4147
6766250	27791,4307
11632250	25022
5034000	7465
8845250	18736,22484,14020,6550,12008,28653
11493000	22727,9072,12453,7868
9079500	7868
8730250	28876,3228,11679,12068,28453,911
65500	5443,6152
832250	27791,22963
10054250	4667,11159,19660,1079
4503500	24193
8033500	28653,2471,6113
11142000	17407
4376250	15631,19993,8689,21225,27407
5901250	14575
5024500	12977
5812000	19993,2683
2182750	19643
10401500	22950,12189,27791
3588500	21336,530
6247250	15814
10322250	5185
3148500	16217,14894,27346,12795
11169500	25040
47000	23549
4102750	10026,21787,19149,20585
5655250	11196
3293750	26523,25193
267250	2367,10690
6654750	16110,14261
5957500	24966
4475750	3719,13592
7190750	27791
7163250	17748
12231250	26973,6246
11535500	11679
9842500	18805,25086,7380,10908
7320250	26728
3009000	5627,22393,8724,27117
1727500	4452,7812
4454500	15019,27117
2251750	23549
5952250	5067
10773000	2257,9486
10696000	14887,11022
140500	14625
8617500	28270,11280,26619,27625
7600250	3228
2704750	5764,3658
232000	21865,7868
528250	155,8693
10069500	4571,18519,15322,10740
1189000	23612,16361,27615
4378500	16100
7211250	23656
5754500	8307,3954
7810250	8637
3520000	1700,23928,14415
6571750	9193,16540
8353250	16331,27205,12285
8910750	26614,24929,5598,12688,27514
1969000	18002,12220
5011500	23779,23013,22280,11196
12275500	21930
7450000	29202,14261
3795000	29099
8528750	16913
2874500	10840,7868
1531250	22179
2103250	7567,12394
5279750	20386,2368
1812000	11196
6233750	3458,4220,18180,10584
11761750	554
2797750	28270
9794000	642
5059000	9195
11225500	24869,23342
4370750	1666
8523250	15934
847750	28169
9244000	7868
8102000	768
6150750	18185,15831
8633500	8148,5833
6412750	15019
1782250	18024,155
9979000	251
1074500	16602,9567
11874000	4220,13844,12220,18180
7218000	11201,21936,22317,15859
11579750	12688
3089500	1917
5248750	28924,27035
4399750	23207
10831750	5640
7921500	22556
3344750	5310,17748,28463,18290,3313,7542
1699500	16716,24715
11321750	7997
5780000	17214,17959,15315,11022,22313,7061,21336,17061,22529,15811,5814
11701500	26679
3981750	6520,21565,27791,5053
854250	9881
3326250	9479
8702500	23779,8257,17597,29547,3390,19381,11196,15138,24780,7105,16540
8017000	22280,23284,15096
7797000	11196
9035750	20661,17977,7850,9881
3282250	11857
981000	28270,12394,16140,11176,27160
3954500	15584
2168250	13494,7868
6998500	1031
11535250	2257,16463,19021
6172000	24704
1525000	2257,11196
4844000	24196,12899,15934
3035250	11080
11362000	10240,8693
10628500	18736,21336,27791,13784,27117,7045,23549,4039,398,5652
11391250	28924
2088000	10949,2198,25079
7687500	14498
1118250	26665,24306,8278
4073250	27415
2200750	24506,12674,18741
7854500	527,7323
1446250	7105,19751
9782000	29364
5491500	9472,18024,20751,25212
4153000	21865
11137750	5832,6104,21841,19891,6193,4226,25360
4037500	25883
5915250	2367,15138
10000250	17153
200250	12352,9620
7375000	11201
6380000	24459
12386500	2367
12028500	13390,21392,11196
5254500	7868
9807250	18905,7868
7143250	217,10702,22087,7613
1140750	22313,12541
7103000	15019,5574
3903500	1392
3963750	13737,4949,3809,11330
11114000	25372
11730000	21565,13390
1909250	23470,6326,14209,504,10014,24645,20516
5910250	28525
10592000	1335
1381000	17958
6400000	15258,3313,2452
3719250	4960
1971500	7096,25329
7435500	27950
5407750	6352
38250	28719,14265,14318,11176,10051
2771250	14694,12606,2513
11307500	12068,20300
1247000	25635
3684750	16754
3317500	3032
2870250	17606,14020,4003,28603
5354000	20180
7898750	26894
5968250	16406
418500	18002
1793250	2033
2921750	27791,143
434750	16972,19394,21911,27511,4571
5139250	11080
5654000	29231,5896
3592750	14694
4895250	15423
11590500	17512
2378500	5099,18937,23774,3228
4712250	20902
1792000	20979,6203
4967250	12431,6101,7868
6957500	16722,22029
4047000	29446
11434750	9985,7071
10212500	24081,24788,12927
5846250	1831,18200
5187750	1481
1063000	28481,22280
4876750	949
415500	554
2920750	23407,22359
5226500	3627,7868
621500	29099,2683
7405250	11330,17431
9436000	504
5078750	25669,18990,14580
9586500	17401,8860
10768750	19993
6780500	10893
5898500	26722
6234000	21372,4220,18051,17020
835000	11734,14048,19632,16722
3723750	12271,4078
10609250	8693
3211250	17706,27155,6148,11076,12431
1074750	3699,12220,10171,12747,527,11904,11080
3014750	7868
10944750	28752,155,25372
9069000	19937,22393,28017
1165500	15423
11340250	14294
