13451 0 0604
13451 2 0604
13451 2 0604
13451 0 0604
13451 0 0604
13451 0 0604
13451 0 0604
13451 0 0604
21110 0 0607
1131 0 0723
1131 0 0723
8689 0 0502
8689 2 0502
8689 2 0502
8689 0 0502
8689 0 0502
26619 0 0628
5185 0 0710
18575 0 0502
23662 0 0619
23662 0 0619
24955 0 0726
155 0 0807
155 3 0807
15761 0 0424
15761 0 0424
15761 0 0424
15761 0 0424
19673 0 0705
19673 0 0705
19673 0 0705
19673 0 0705
19673 0 0704
19673 0 0704
19673 1 0705
15315 0 0601
15315 0 0601
15980 0 0502
1996 0 0502
1996 0 0502
1996 0 0502
1996 0 0502
13779 0 0708
21501 0 0707
21501 0 0707
21501 0 0707
21501 0 0707
23251 0 0614
23251 0 0614
23251 0 0614
11465 0 0628
6290 0 0516
6290 0 0520
6290 0 0516
18730 0 0807
18730 0 0807
14580 0 0726
14580 0 0502
7373 0 0611
7373 0 0611
7373 0 0611
7373 0 0611
4078 0 0515
8628 0 0610
8628 0 0610
8628 0 0610
8628 0 0610
8628 0 0610
25687 0 0508
25687 0 0606
25687 0 0809
25687 0 0508
25687 0 0508
25687 0 0702
25687 0 0725
25687 0 0515
25687 0 0702
25687 0 0515
25687 0 0809
25687 0 0725
25687 0 0517
25687 0 0508
25687 0 0508
25687 0 0515
25687 0 0508
25687 0 0508
25687 0 0508
25687 0 0508
25687 0 0702
25687 0 0615
25687 0 0615
25687 0 0702
25687 2 0508
25687 0 0702
25687 0 0517
25687 0 0515
25687 0 0615
25687 0 0517
25687 0 0813
25687 0 0809
25687 0 0606
25687 0 0508
25687 0 0515
9817 0 0611
9817 0 0611
23564 0 0702
29547 0 0709
29547 0 0709
29547 0 0709
12055 0 0702
12055 0 0702
12055 0 0702
12055 0 0702
3631 0 0524
1461 0 0610
1461 0 0610
1461 0 0609
1461 0 0610
1461 0 0609
1461 0 0610
1461 0 0610
1461 0 0610
1461 0 0610
1461 0 0609
1461 0 0610
1461 0 0610
1461 0 0610
1461 0 0610
22416 0 0731
19414 0 0628
24869 0 0418
7150 0 0607
7150 1 0607
7150 0 0607
5357 0 0508
6294 0 0713
6294 0 0713
6294 0 0713
7737 0 0530
11638 0 0508
11026 0 0502
10480 0 0502
10480 0 0502
10970 0 0703
10970 0 0703
18697 0 0726
8719 0 0606
8719 0 0501
8719 0 0606
8719 0 0806
8719 0 0806
8719 0 0501
8719 0 0806
8719 0 0501
8719 0 0606
8719 0 0703
1472 0 0502
21672 0 0623
13592 0 0702
13592 0 0702
13592 0 0702
12490 0 0611
12490 0 0611
12490 0 0611
17920 0 0728
17920 0 0728
17920 0 0728
17920 0 0728
13450 0 0815
13450 0 0815
13450 0 0815
11776 0 0624
25933 0 0722
28504 0 0524
22086 0 0731
6918 0 0710
6918 0 0710
6918 0 0809
6918 0 0710
28011 0 0502
11022 0 0502
11022 0 0502
11022 0 0502
11022 0 0502
11022 0 0502
2826 0 0610
2826 0 0607
25372 0 0703
25372 0 0703
25372 1 0703
25372 1 0703
25372 0 0712
25372 0 0610
25372 0 0703
25372 0 0703
25372 0 0709
25372 0 0703
25372 0 0703
25372 0 0703
25372 0 0703
25372 0 0703
6080 0 0524
11942 2 0502
11942 0 0502
679 0 0624
19166 0 0501
28230 0 0723
28230 0 0723
24359 0 0704
12599 0 0611
12599 0 0611
12599 0 0703
12599 0 0611
12599 0 0611
28752 0 0731
28752 1 0731
28752 0 0731
28752 1 0731
11080 0 0810
11080 0 0809
11080 0 0809
11167 0 0610
11167 0 0610
24193 0 0808
24193 0 0808
18024 0 0720
8519 0 0803
8519 0 0803
8519 0 0803
8519 0 0803
8519 0 0803
20386 0 0712
21392 0 0801
21392 0 0801
21392 1 0803
21392 0 0801
21392 1 0803
28059 0 0814
28059 0 0814
21293 0 0728
13431 0 0730
15935 0 0708
16540 1 0719
16540 0 0719
27014 0 0703
16540 0 0719
18496 1 0804
18496 0 0804
22380 0 0716
17739 0 0715
17739 0 0715
9922 0 0708
15686 0 0719
9922 0 0708
2173 0 0805
18665 0 0720
2173 0 0805
1428 0 0727
661 0 0727
622 0 0506
661 0 0727
661 0 0803
11018 0 0805
6869 0 0722
8027 0 0727
21941 0 0727
15368 0 0814
15368 0 0814
15426 0 0724
17692 0 0726
11679 0 0814
11679 0 0814
11679 0 0814
20655 0 0729
27794 0 0813
11196 0 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 1 0803
11196 1 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 0 0803
11196 1 0803
11196 0 0803
11196 0 0803
11196 0 0803
6133 0 0803
6133 0 0803
7600 0 0726
7600 0 0726
7600 0 0726
7600 0 0726
15584 0 0804
19891 0 0809
20796 0 0706
16460 0 0706
21593 0 0730
21593 0 0730
21593 0 0730
18647 0 0803
5254 0 0617
396 0 0626
13390 0 0716
13390 0 0616
13390 1 0727
13390 0 0726
13390 0 0726
13390 1 0716
13390 1 0716
13390 1 0616
13390 0 0616
13390 0 0616
13390 0 0616
13390 0 0616
13390 0 0716
13390 0 0616
13390 0 0716
24869 0 0729
24869 0 0729
19949 0 0727
27272 0 0728
27272 0 0506
2999 0 0805
2999 0 0805
2999 0 0805
5639 0 0627
24849 0 0814
11849 0 0805
22484 0 0714
8696 0 0801
8696 0 0801
28481 0 0808
15311 0 0709
15311 0 0709
22688 0 0726
15311 1 0709
15311 0 0709
10570 0 0805
27335 0 0805
27335 0 0805
3032 0 0506
10840 0 0716
4418 0 0716
24551 0 0813
28570 0 0726
12368 0 0813
28570 0 0726
14821 0 0708
11684 0 0814
3850 0 0805
21565 0 0808
18082 0 0813
3892 0 0724
24088 0 0811
13747 0 0506
13747 0 0710
13747 0 0506
5858 0 0715
14182 0 0719
28654 0 0719
5858 0 0715
23370 0 0805
679 0 0505
27985 0 0810
9089 0 0715
24581 0 0808
24581 0 0808
27446 0 0719
25260 0 0629
25260 0 0629
25260 0 0629
21975 0 0725
21975 1 0725
17024 0 0618
17024 0 0625
905 0 0804
12358 0 0721
9213 0 0810
9213 0 0810
9213 0 0810
9213 0 0810
15196 0 0726
11694 0 0726
11694 0 0726
14533 0 0815
3126 0 0729
5962 0 0815
4571 0 0526
7868 0 0526
26394 0 0815
12475 0 0811
12475 0 0811
12475 0 0811
12475 0 0811
12475 0 0811
19993 0 0724
19993 0 0724
19993 0 0724
19993 0 0724
3254 0 0711
20376 0 0726
15302 0 0810
8689 0 0504
8689 0 0519
8689 0 0519
8689 0 0519
8689 1 0519
8689 1 0519
8689 0 0519
20956 0 0610
20956 0 0609
20956 0 0609
20956 0 0609
22995 0 0724
11605 0 0610
12747 0 0617
12220 0 0804
22280 0 0718
22280 0 0718
22280 0 0718
22280 0 0718
22280 0 0718
22280 0 0718
3536 0 0629
2853 0 0609
2853 0 0609
2853 0 0609
2853 0 0609
2853 0 0609
2853 0 0609
2853 0 0609
4300 0 0530
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
28621 0 0704
5267 0 0527
14894 0 0624
14894 0 0624
14894 0 0623
24687 0 0510
19102 0 0516
21336 0 0525
19973 0 0625
15426 0 0726
15426 0 0726
15426 0 0726
15426 0 0726
15426 0 0726
1337 0 0530
