8280500 19 0 716
8280500 19 0 716
8280500 19 1 716
1629250 22 0 707
1792000 22 0 613
5279750 22 0 707
5865750 22 0 619
8072250 22 0 707
8072250 22 0 708
8072250 22 1 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 708
8072250 22 0 709
11321750 22 0 707
11321750 22 0 707
12215000 22 0 717
563500 26 0 628
563500 26 0 628
563500 26 2 628
2920750 26 0 625
2920750 26 0 625
3148500 26 0 628
6412250 26 0 801
11129250 26 0 625
11129250 26 0 625
12337750 26 0 723
5959000 27 0 815
11957000 27 0 724
3404000 29 0 425
3404000 29 0 425
3404000 29 0 425
3404000 29 0 426
3404000 29 0 426
3404000 29 1 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 0 426
3404000 29 1 426
3404000 29 1 426
3404000 29 0 426
3404000 29 0 429
3404000 29 0 429
3404000 29 0 429
3404000 29 0 509
3404000 29 0 521
3404000 29 0 521
8745250 43 0 524
11949750 43 0 522
11949750 43 0 522
11949750 43 0 522
11949750 43 1 522
11949750 43 0 522
11949750 43 0 522
11949750 43 0 522
11949750 43 0 522
5011500 57 0 811
5108000 57 0 728
5865750 57 0 811
5865750 57 0 811
5865750 57 0 811
5865750 57 3 811
5865750 57 0 812
8730250 57 0 514
8730250 57 0 514
8730250 57 1 514
8730250 57 0 514
621500 62 0 711
892500 62 0 616
1046250 62 0 627
1140750 62 0 514
1617250 62 0 707
2076000 62 0 721
4257000 62 0 708
4852500 62 0 618
5078750 62 1 615
5959000 62 0 506
6515500 62 0 502
6515500 62 0 502
1194750 83 0 706
1194750 83 0 706
1194750 83 0 706
1194750 83 1 714
1194750 83 1 714
1194750 83 1 714
1194750 83 1 714
1194750 83 1 714
1194750 83 1 714
1194750 83 0 714
1194750 83 1 714
1194750 83 1 714
1194750 83 0 714
1194750 83 0 714
1194750 83 1 714
1194750 83 1 714
3742000 83 0 723
3742000 83 0 723
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 0 502
452750 141 1 502
452750 141 0 502
452750 141 0 502
452750 141 0 503
8149250 141 0 808
19500 143 0 612
19500 143 0 624
69500 143 0 704
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 717
69500 143 0 804
232000 143 0 522
232000 143 0 522
232000 143 0 522
599750 143 0 720
746000 143 0 624
832250 143 0 505
832250 143 0 516
832250 143 0 516
854250 143 0 730
892500 143 0 704
892500 143 0 704
892500 143 0 704
969750 143 0 417
969750 143 0 417
981000 143 0 516
1104500 143 0 524
1104500 143 0 602
1104500 143 0 610
1140750 143 0 712
1531250 143 0 615
1561250 143 0 626
1561250 143 0 626
1629250 143 0 622
1629250 143 0 804
1629250 143 0 804
1629250 143 0 804
1629250 143 0 804
1629250 143 0 804
1629250 143 0 805
2050000 143 0 624
2200750 143 0 704
2200750 143 0 804
2480750 143 0 714
2480750 143 0 714
2480750 143 0 714
2480750 143 0 714
2771250 143 0 624
2771250 143 0 716
2797750 143 0 617
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2852250 143 0 422
2870250 143 0 513
2874500 143 0 615
2921750 143 1 422
2921750 143 0 422
2921750 143 0 422
2921750 143 0 422
2921750 143 0 422
2921750 143 2 422
2921750 143 2 422
2921750 143 0 422
2921750 143 1 422
2921750 143 0 523
2921750 143 0 523
2921750 143 0 523
2921750 143 0 523
2921750 143 0 523
2921750 143 0 523
2921750 143 2 527
2921750 143 0 601
2921750 143 0 603
2921750 143 0 603
2921750 143 0 603
2921750 143 0 604
2921750 143 0 606
2921750 143 0 613
2921750 143 0 613
2921750 143 0 613
2921750 143 0 613
2921750 143 0 613
2921750 143 0 616
2921750 143 2 616
2921750 143 0 617
2921750 143 0 617
2921750 143 0 617
2921750 143 0 620
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 1 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 713
2921750 143 0 718
2921750 143 0 718
2921750 143 0 812
2921750 143 0 812
2921750 143 0 812
