10944750	155
892500	17180
145750	24242
4852500	24541,911,26288
6571000	5470
10588000	15138
7269250	27791
9069000	22393,28017
5011500	22280
1074500	9567
5642000	10840,10726,14318,12512
4256500	2410
6272000	2803,12055
10401500	27791
4115500	6731
12215000	8637,6672
7218000	22317
3404000	22246
5143250	23549,14482
6126750	25117
3644250	18843
7927750	26288
12377250	14020,18075,3151,2729
1046250	27791
4376250	19993,8689,21225
1710500	14780
5037000	14796
9706000	20297,23340,12168
3089500	1917
11984750	3627
6921750	19095
9179500	11196
10234000	9111
6683750	29203
9351750	11080
4195500	7737
11683250	12541
232000	21865,7868
4625750	22321
7184500	7868
5865750	57,3228
1194750	25366
11321750	7997
5780000	17214,17959,15315,17061,21336,22313,15811
1617250	18002
4054000	9090,11304
1324500	7868
5910250	28525
2920750	23407,22359
2891500	2257,28370,14580,8027,819
3981750	21565,27791,5053
3350250	24765
4037500	25883
8702500	8257,17597,29547,19381,15138,7105,16540
8017000	22280,23284,15096
1620500	5833
981000	28270,12394,16140
4063000	19974
2316250	9657
1244250	4324,1691
10533750	14261
10915250	18075,23556
6700250	8719,9549
6998500	1031
11535250	16463,19021
6400000	2452
4922750	18024,2669
3304500	22269,3804,18086,24461,17228
1528500	18466,3627,3627
1971500	25329
5742000	5593,19523
5170500	6096
5751500	14873
3035250	11080
5354000	20180
10628500	7045,27117
2088000	25079,2198
7687500	14498
11874000	12220
6233750	4220,18180
2200750	12674
7854500	527
10302500	26087
7892000	4354
1446250	19751,19751
2198750	12220,12220,12257,16550,12394
452750	14796
5491500	20751,18024
10642000	20536
7322250	23861
4153000	21865
4004500	19686
10492250	24984
266500	10282
1025250	13247,1918
12417500	7963,17959,8689
9586500	8860
11137750	5832,6193,25360,25360,21841,6104,4226
5915250	2367,15138
10774750	2899,27791
8799750	18024,12018,20826
8822250	25402
8845250	6550
9199500	24969,24969
200250	9620
12331000	18180
11493000	7868
8730250	12068,911,3228
2940000	26722,2683,12168,11767
7375000	11201
4257000	27625
12154500	17640,7868
10054250	4667,19660,1079
1086750	1084,7868
8435250	7105,14261
1629250	18024,19891
11142000	17407
10773000	2257
6751750	1008,3658,510
12028500	13390
71250	28641
11687000	8689
7886000	9472
11711250	23861
9807250	7868
599750	20297
3096750	20388,8628
2874500	10840,7868
1140750	22313,12541
1173500	15661,5848
847750	28169
3963750	4949
6155250	7850
282500	12055
2807500	1015
19500	19421
2752000	12243,3032
10312750	12352
1909250	6326,504,10014
11701500	26679,26679
3148500	16217
3010000	13975
1381000	17958
11169500	25040
3719250	4960
1118250	24306,8278
4475750	3719,13592
1953250	3658
4102750	10026,10026,10026,10026,19149,21787
848500	7286
10229250	23628,23628
3293750	26523,26523
711500	26722
12173500	554,15405,3627
6654750	14261,16110,16110
38250	14265,10051,14318,11176,28719
11434750	9985
9628250	23779
10257500	10893
965500	25003,26845
5293250	20506,679
1247000	25635
3684750	16754
3317500	3032
2870250	17606,28603,4003,14020
10261750	17061,19394,14261
12231250	6246,6246,6246,6246,26973
11535500	11679
9842500	18805
7320250	26728
3009000	5627,8724
9720000	1392,1392
1727500	7812
6564500	12977
8529750	22583
11794250	164,28924
791500	24831
3723750	12271,4078
5898500	26722
887750	15019
1793250	2033
2921750	27791,143
434750	4571,21911,27511
9244000	7868
5256500	614
5238000	21833
7476250	1037
5654000	29231
3913250	8409,9948
6874250	17760,26754,15584,8637,28410,647,11628,12168,2683
9121750	7868
1906000	2683
10696000	14887
6807250	8327
2378500	5099
3846250	11882
140500	14625
6713250	18879
5226250	8689
380000	554,554
4133750	25372
7715000	11790
11121500	15799
10443000	19466
5812000	2683
10069500	4571,18519,15322,10740
11158000	15018,21930,239,24565,20835
6694750	14020,24196
4059500	16463
6301250	8637,16463
10095000	14261
2988000	22482
1338750	2966,12586
1622500	451,8148
4184250	11983,4949,241
10052000	22126,7680
8149250	11679,11196
6257000	23628
8353250	12285
1966250	26722
1812000	11196
573000	18868
11625250	21628,18990,3740
8129250	25733
2033500	7473,8689,11176,18611,4949,20015,20417
1969000	18002,12220
12004000	15307
4876750	949
7143250	10702
6061250	10893
7588000	10329,28975,28824,5848
6848750	8689
10592750	23798
1531250	22179
2480750	23284
4256000	11679
1525000	11196
5962750	27446,5803
7405250	11330,17431
4454500	27117
4073250	27415
5078750	14580,25669
2187500	6158,23628
8385000	19217
11947000	16865,11080,13103
8216500	22552,14159
2076000	3390,8549,14483,24277,7560,19339
9946250	21865
8040000	8257,239
6234000	21372,4220
4716750	2683
3799500	21768
5407750	6352
1688750	12220
9782000	29364
11225500	24869,23342
4370750	1666
8523250	15934
9352750	6548
4886500	17640
3211250	27155,11076
10057000	8193,8193
1792000	20979,6203
5052000	16420
439000	25415,24060,6104,3362,16821,12287,26404
6003750	15414,23013,8792
3511000	13020,15164,29203,14020,14020,14020,14020,14020,14020,14020,14020
154500	18805,8689
3861500	7868
1074750	10171,527,12220
6412750	15019
8949750	17438
4658500	27625
