10944750	155,21692,2655,6290,28752,25372,12606
145750	14174,24242,22898,21094,3847,11578
8555500	15661,7409,29078,7762,18180
4256500	25619,2410,22280
9039750	3228,1773,11196,4571,26722,7105,12977,20750
4115500	6731,28111,14470
12215000	16926,11080,8637,7868,25488,18024,16110,6672,12352,27791,14261,16409
3404000	28370,19291,26959,905,20717,4510,7370,29,3627,20338,11061,8446,21739,1385,12709,22246,8689,18273,17242,6246,17136
2078000	17991,17449,14902,4571,11347,13494
7367000	23214,8637,21975,15686,21336,15584,11679,504,2669
7927750	22749,14261,26288
9982500	542,25321,7610
10443000	11176,18730,10329,19466,23628,14261
1710500	26171,5966,14780
10401500	17288,8637,22950,25733,12811,12189,27791,5043,1916
3913250	5592,25192,9242,3627,22583,11465,8409,13326,6754,6371,9948,8689,9230
9351750	4571,26722,11080,679,7868
4195500	20456,19539,7311,22393,7737,11328
1194750	6820,16926,17446,19340,25642,4059,7975,83,25366,7400,13278,22820
5108000	27659,18730,29547,14119,15094,4254,3371,29203,18371,2826,22244,7868
1617250	11397,22359,18730,27392,11951,28463,17262,29099,8278,20579,3720,18002,26802
4054000	20121,10288,19927,11694,9090,24088,27272,11304
8145500	21883,682,17767
12371000	2257,6820,12394,143,12220
1832000	3390,11080,25687
3188000	16540,23031,9567
3249250	19814,23656,2513
6099250	8193,24157,22958,19335,11823,13244
2050000	26866,24299,15231,11931,6193
2316250	18730,9611,23120,9688,22749,9657,29099,26288,14261
10533750	6597,11687,24601,22393,14261,7868
10915250	23556,18075
7116750	10308,14119,14930,1535,13240,22126
11114000	25372,2655,6290
3031750	22484,14020,18730,7323,11263,11196,2655,14261,11245,21565,16110,14294,12977,14265,5848,17333,18131,6672,7105
5170500	11176,18730,4949,19973,4571,6096
11111500	8637,27791,5043
9215000	2257,143
10302500	15904,2626,23640,26087,12162,18180,8842,10948,7409,6630,28164,26643,14065,911,27897
3114000	20536,23928,29330,26546,26288,9712
452750	7221,29099,18491,14796,949
11947000	679,23059,15734,13592,16865,23482,6465,9522,7868,2170,18635,8996,6505,24471,12352,28855,2101,11080,9030,13103
6126750	25117,3678,16483
6766250	27791,4307,8637,15365,13293,5043
1579250	12444,28357,8885,4279,2655,4775,4953,21160
12417500	17959,3627,24598,11465,7963,21078,8719,8689,4544
8156500	12033,8842,27373,11176,15315
309750	28992,4307,15365
4423500	24193,4147,5370,1962,6864,3284
8195000	28357,10970,2053,2655
11632250	27128,398,25022
5034000	23071,16550,28059,7465,22305
200250	18730,25488,4571,12352,9620,7868
11493000	11080,9072,12453,14661,25380,1533,13084,22828,12628,22727,14261,7868
9079500	11080,14261,7868
8730250	23662,12068,22359,3228,7560,11679,27092,3627,8630,28876,26404,8278,12977,28453,911,7105
65500	5443,11371,25556,6152,18758,28855
832250	12110,23782,8637,22963,27791,5043
2852250	17153,7474
4503500	6864,6716,24193,3284,13956
11142000	17407,6770,2535
6751750	16302,4250,22961,28463,3658,1008,510,3068,16243
5901250	13247,14575,15773
10521000	11080,14261
415500	554,11007,11734
2182750	19643,10754,14458
9706000	17181,29099,18730,19120,18912,11080,18235,2683,23340,22094,26378,12686,20297,8735,27785,12168,24385
1173500	18736,20143,8257,8998,7323,14039,8049,20037,26464,12285,16463,11734,27928,4989,5598,15661,7248,5848
11307500	11524,12870,20300,12068,23407,8278,28453,11452
3588500	9842,8637,21336,25214,530,2669
6247250	7311,5996,15814
10322250	10970,2053,5185
3148500	16217,24194,14894,6498,3626,12285,11905,18292,16300,27346,29084,12795
11169500	25040
47000	16169,23549,6597
4102750	21787,19149,3874,14192,20585,10026,15498,19949
5655250	23662,22505,3228,11196,25289,7105,15988,25365,12977,14261
3293750	25193,26523,20831,24869,17334,14071
267250	2367,10690,4674,28087,28761
6654750	16110,6672,12977,22393,14261,7868
5957500	23338,27199,24966
4475750	14020,13592,2963,3719,14261,20411
7190750	8637,27791,5043
7163250	23604,17606,17748
12231250	8637,26973,6246,12728
11535500	11679
9842500	18805,20317,19048,25086,11052,11734,19973,4571,26722,27371,7380,10908
7320250	26728,22058,6908
3009000	18730,27117,5627,23508,8842,8724,11886,24869,22393,13950,230,14261
2331750	1849,18801,22126,953,6771,14930,6734,4892,7179
4454500	23214,27117,11849,24869,15019,8842
2251750	16169,23549,6597
5952250	26408,5067,28360
239250	28481,15988,4238
10696000	5833,11022,14887,23171,25366,1392
5199750	11080,14261
3952000	14182,16550,28059,15584
140500	14625,25989,4544
8617500	14020,26619,24196,28270,14119,3627,22547,26737,27625,11280,3720
7600250	12977,4949,3228,18730,7105
2704750	21838,22359,6284,3658,5764,19829
232000	21865,24385,19903,11080,14261,7868
5812000	27407,19993,11080,12168,21217,2683
528250	155,18730,599,3627,5330,251,14261,8693
10069500	18805,15322,24415,5662,22547,4571,14408,18519,10740
1189000	11176,10948,1010,9842,16361,12173,23612,27615,11080,14581,12606
4378500	16100,16292,17851
7211250	8637,23656,12329
5754500	19328,10737,26788,3954,8307,8725
7810250	8637,18024,27791
3520000	1700,25488,10151,14415,25407,8508,4958,26288,23928,17550,21273,26546,2771
6571750	18173,9193,22211,6880,16540,17647
8353250	9906,16331,4078,12285,9340,1501,27205,4544,16084
8910750	15217,21337,26614,5598,4510,20300,18180,24929,29362,13247,12688,15661,3313,6246,27514
1969000	11397,16550,27392,28059,12220,18002
5011500	23779,16672,3228,11196,10702,18024,23013,22280,7105,15584,16540,18075,20103,143
12275500	21930,23779,239
3795000	25488,18730,24385,29099,7868
2874500	10840,569,15159,22840,5557,11849,2030,11080,14261,7868
1531250	26722,22179,18730
2103250	6820,7567,13984,12394,23122,12220
5279750	20386,13084,21092,2368,15018,14265
1812000	3228,7105,11196
6233750	20156,3458,1282,18180,9929,15432,10584,15584,6203,14596,4220,12173
11761750	554,11007,11734
9069000	19937,18730,11456,3861,14261,17937,22393,28017,16421
2797750	28270,3627,22547
9794000	27373,642,14319
5059000	17214,19423,9195
11225500	22113,14119,29203,21092,23342,24869,2826,14261
4370750	10329,1666,3740
8523250	15934
3903500	10532,1392,11022
9244000	11080,14261,7868
8102000	20639,768,13390
6150750	25260,18185,25488,8028,15831,6305
8633500	8148,5833,14887,5474,24831,15269
6412750	15019
2492500	27136,20979,29388,19458,19005,29364
1782250	23779,155,8637,3627,18024,251
