10944750	155,155,21692,21692,2655,2655,6290,6290,28752,28752,25372,25372,12606,12606
145750	14174,14174,24242,24242,22898,22898,21094,21094,3847,3847,11578,11578
8555500	15661,15661,7409,7409,18180,18180,7762,7762,29078,29078
4256500	25619,25619,2410,2410,22280,22280
9039750	3228,3228,1773,1773,11196,11196,4571,4571,26722,26722,7105,7105,12977,12977,20750,20750
4115500	14470,14470,28111,28111,6731,6731
12215000	16926,16926,27791,27791,8637,8637,16409,16409,25488,25488,18024,18024,16110,16110,6672,6672,12352,12352,11080,11080,14261,14261,7868,7868
3404000	28370,28370,19291,19291,26959,26959,905,905,20717,20717,4510,4510,7370,7370,20338,20338,3627,3627,29,29,11061,11061,8446,8446,21739,21739,1385,1385,12709,12709,22246,22246,8689,8689,18273,18273,17242,17242,6246,6246,17136,17136
2078000	17991,17991,17449,17449,14902,14902,4571,4571,11347,11347,13494,13494
7367000	23214,23214,8637,8637,11679,11679,15686,15686,21336,21336,15584,15584,21975,21975,504,504,2669,2669
7927750	22749,22749,14261,14261,26288,26288
9982500	25321,25321,542,542,7610,7610
10443000	11176,11176,18730,18730,10329,10329,19466,19466,23628,23628,14261,14261
1710500	26171,26171,5966,5966,14780,14780
9706000	17181,17181,24385,24385,12686,12686,19120,19120,18912,18912,18235,18235,29099,29099,18730,18730,8735,8735,22094,22094,26378,26378,23340,23340,20297,20297,11080,11080,27785,27785,12168,12168,2683,2683
3913250	5592,5592,25192,25192,9242,9242,6754,6754,22583,22583,11465,11465,8409,8409,13326,13326,3627,3627,6371,6371,9948,9948,8689,8689,9230,9230
9351750	4571,4571,26722,26722,11080,11080,679,679,7868,7868
4195500	20456,20456,19539,19539,7311,7311,11328,11328,7737,7737,22393,22393
1194750	6820,6820,16926,16926,17446,17446,25642,25642,19340,19340,4059,4059,7975,7975,83,83,25366,25366,7400,7400,13278,13278,22820,22820
5108000	27659,27659,29547,29547,18730,18730,14119,14119,15094,15094,4254,4254,3371,3371,29203,29203,18371,18371,2826,2826,22244,22244,7868,7868
1617250	11397,11397,22359,22359,18730,18730,11951,11951,27392,27392,28463,28463,17262,17262,29099,29099,8278,8278,20579,20579,3720,3720,18002,18002,26802,26802
4054000	20121,20121,10288,10288,19927,19927,11694,11694,9090,9090,24088,24088,27272,27272,11304,11304
8145500	682,682,21883,21883,17767,17767
